Unnamed: 0,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
8,2008,oly,W,0.0,Liu Chunhong,CHN,A,68.87,120.0,125.0,128.0,128.0,1,145.0,149.0,158.0,158.0,1,0.0
9,2008,oly,W,0.0,Nataliya Davydova,UKR,A,68.63,110.0,113.0,115.0,115.0,2,130.0,133.0,135.0,135.0,3,0.0
0,2008,oly,W,1.0,Alla Vazhenina,KAZ,A,73.88,-115.0,115.0,119.0,119.0,2,141.0,145.0,147.0,147.0,2,266.0
1,2008,oly,W,2.0,Lidia ValentÃ­n,ESP,A,74.42,-110.0,110.0,115.0,115.0,5,130.0,135.0,-138.0,135.0,6,250.0
2,2008,oly,W,3.0,Damaris Aguirre,MEX,A,74.82,103.0,106.0,109.0,109.0,8,130.0,135.0,136.0,136.0,5,245.0
3,2008,oly,W,4.0,Ubaldina Valoyes,COL,A,73.3,105.0,-110.0,110.0,110.0,6,130.0,134.0,-138.0,134.0,8,244.0
4,2008,oly,W,5.0,Jeane Lassen,CAN,A,74.42,-105.0,105.0,-110.0,105.0,9,130.0,135.0,-140.0,135.0,6,240.0
5,2008,oly,W,6.0,Nadiya Myronyuk,UKR,A,74.11,102.0,-105.0,105.0,105.0,9,125.0,127.0,132.0,132.0,9,237.0
6,2008,oly,W,7.0,Yuliya Novakovich,BLR,A,74.19,105.0,-110.0,110.0,110.0,6,115.0,122.0,127.0,127.0,11,237.0
7,2008,oly,W,8.0,Elizabeth Poblete,CHI,A,74.43,86.0,91.0,-93.0,91.0,12,106.0,-111.0,-111.0,106.0,12,197.0
8,2008,oly,W,0.0,Cao Lei,CHN,A,73.16,120.0,125.0,128.0,128.0,1,147.0,154.0,-159.0,154.0,1,-282.0
9,2008,oly,W,0.0,Nadezhda Evstyukhina,RUS,A,73.33,112.0,-117.0,117.0,117.0,4,138.0,143.0,147.0,147.0,2,-264.0
10,2008,oly,W,0.0,Iryna Kulesha,BLR,A,74.78,112.0,116.0,118.0,118.0,3,128.0,133.0,137.0,137.0,4,-255.0
11,2008,oly,W,0.0,Hripsime Khurshudyan,ARM,A,74.74,100.0,105.0,-110.0,105.0,9,125.0,-130.0,130.0,130.0,10,-235.0
0,2012,oly,M,1.0,Behdad Salimi,IRI,A,168.19,201.0,205.0,208.0,208.0,1,247.0,-264.0,0.0,247.0,1,455.0
1,2012,oly,M,2.0,Sajjad Anoushiravani,IRI,A,152.46,198.0,-204.0,204.0,204.0,3,237.0,245.0,-251.0,245.0,3,449.0
2,2012,oly,M,3.0,Ruslan Albegov,RUS,A,147.15,198.0,204.0,208.0,208.0,1,240.0,-245.0,-247.0,240.0,4,448.0
3,2012,oly,M,4.0,Jeon Sang-guen,KOR,A,157.53,190.0,-200.0,-200.0,190.0,10,-246.0,246.0,-259.0,246.0,2,436.0
4,2012,oly,M,5.0,Irakli Turmanidze,GEO,A,126.23,192.0,198.0,201.0,201.0,4,225.0,-232.0,232.0,232.0,8,433.0
5,2012,oly,M,6.0,Ihor Shymechko,UKR,A,137.38,-197.0,197.0,-200.0,197.0,5,225.0,232.0,-237.0,232.0,8,429.0
6,2012,oly,M,7.0,JiÅ™Ã­ OrsÃ¡g,CZE,A,128.15,182.0,187.0,-190.0,187.0,11,231.0,239.0,-242.0,239.0,5,426.0
7,2012,oly,M,8.0,Almir VelagiÄ‡,GER,A,141.41,186.0,190.0,192.0,192.0,7,229.0,234.0,-238.0,234.0,7,426.0
8,2012,oly,M,9.0,Chen Shih-chieh,TPE,B,141.14,177.0,182.0,-185.0,182.0,13,230.0,236.0,-240.0,236.0,6,418.0
9,2012,oly,M,10.0,PÃ©ter Nagy,HUN,B,155.55,184.0,191.0,-196.0,191.0,9,216.0,225.0,-230.0,225.0,11,416.0
10,2012,oly,M,11.0,Fernando Reis,BRA,B,140.49,178.0,180.0,-186.0,180.0,14,220.0,-225.0,0.0,220.0,12,400.0
11,2012,oly,M,12.0,Kazuomi Ota,JPN,B,146.51,180.0,-184.0,185.0,185.0,12,-215.0,215.0,-222.0,215.0,14,400.0
12,2012,oly,M,13.0,Itte Detenamo,NRU,B,151.32,165.0,170.0,175.0,175.0,15,205.0,-215.0,215.0,215.0,14,390.0
13,2012,oly,M,14.0,Christian LÃ³pez,GUA,B,139.15,172.0,-177.0,-177.0,172.0,16,-209.0,209.0,215.0,215.0,14,387.0
14,2012,oly,M,15.0,Damon Kelly,AUS,B,150.83,155.0,160.0,165.0,165.0,17,192.0,201.0,216.0,216.0,13,381.0
15,2012,oly,M,16.0,Frederic Fokejou,CMR,B,132.74,150.0,155.0,160.0,160.0,18,190.0,-200.0,202.0,202.0,17,362.0
16,2012,oly,M,17.0,Carl Henriquez,ARU,B,150.38,115.0,122.0,-127.0,122.0,19,-160.0,160.0,-171.0,160.0,18,282.0
17,2012,oly,M,0.0,Matthias Steiner,GER,A,149.98,192.0,-196.0,-197.0,192.0,7,0.0,0.0,0.0,0.0,19,0.0
18,2012,oly,M,0.0,Yauheni Zharnasek,BLR,B,147.37,188.0,193.0,196.0,196.0,6,219.0,225.0,230.0,230.0,10,0.0
0,2012,oly,M,1.0,Oleksiy Torokhtiy,UKR,A,104.31,185.0,-190.0,-190.0,185.0,2,222.0,-226.0,227.0,227.0,1,412.0
1,2012,oly,M,2.0,Navab Nassirshalal,IRI,A,104.41,-183.0,-183.0,184.0,184.0,5,222.0,227.0,-229.0,227.0,1,411.0
2,2012,oly,M,3.0,BartÅ‚omiej Bonk,POL,A,104.01,185.0,188.0,190.0,190.0,1,-219.0,220.0,-225.0,220.0,3,410.0
3,2012,oly,M,4.0,Ruslan Nurudinov,UZB,A,102.04,184.0,-188.0,-190.0,184.0,5,220.0,-226.0,-226.0,220.0,3,404.0
4,2012,oly,M,5.0,Ivan Efremov,UZB,A,103.83,175.0,179.0,183.0,183.0,7,213.0,218.0,-225.0,218.0,5,401.0
5,2012,oly,M,6.0,Ahed Joughili,SYR,A,104.98,172.0,180.0,-184.0,180.0,8,-215.0,218.0,-225.0,218.0,5,398.0
6,2012,oly,M,7.0,ArtÅ«rs PlÄ“snieks,LAT,B,103.69,167.0,171.0,175.0,175.0,9,208.0,215.0,-225.0,215.0,7,390.0
7,2012,oly,M,8.0,Jorge Arroyo,ECU,B,103.96,175.0,180.0,185.0,185.0,2,-200.0,200.0,-208.0,200.0,10,385.0
8,2012,oly,M,9.0,JÃ¼rgen SpieÃŸ,GER,B,104.45,167.0,172.0,-175.0,172.0,11,197.0,202.0,-214.0,202.0,9,374.0
9,2012,oly,M,10.0,Serhiy Tahirov,UKR,B,104.72,166.0,171.0,174.0,174.0,10,200.0,-207.0,-208.0,200.0,10,374.0
10,2012,oly,M,11.0,Martin TeÅ¡oviÄ�,SVK,B,104.19,162.0,167.0,-170.0,167.0,12,190.0,-196.0,196.0,196.0,12,363.0
11,2012,oly,M,12.0,Alexandr Zaichikov,KAZ,B,94.74,155.0,-165.0,-165.0,155.0,14,195.0,201.0,205.0,205.0,8,360.0
12,2012,oly,M,13.0,Jorge GarcÃ­a,CHI,B,104.41,-150.0,150.0,-161.0,150.0,15,-191.0,-191.0,191.0,191.0,13,341.0
13,2012,oly,M,14.0,Walid Bidani,ALG,B,101.45,-160.0,160.0,-165.0,160.0,13,-180.0,-180.0,180.0,180.0,14,340.0
14,2012,oly,M,0.0,Gia Machavariani,GEO,A,103.86,-185.0,-185.0,185.0,185.0,2,-220.0,-220.0,-225.0,-220.0,17,0.0
15,2012,oly,M,0.0,Kim Hwa-seung,KOR,A,104.55,-178.0,-178.0,-178.0,-178.0,16,0.0,0.0,0.0,0.0,15,0.0
16,2012,oly,M,0.0,Marcin DoÅ‚Ä™ga,POL,A,104.01,-190.0,-190.0,-190.0,-190.0,17,0.0,0.0,0.0,0.0,15,0.0
0,2012,oly,M,1.0,Om Yun-chol,PRK,B,55.76,120.0,-125.0,125.0,125.0,6,160.0,165.0,168.0,168.0,1,293.0
1,2012,oly,M,2.0,Wu Jingbiao,CHN,A,55.91,-130.0,130.0,133.0,133.0,1,-156.0,156.0,-161.0,156.0,5,289.0
2,2012,oly,M,3.0,Tráº§n LÃª Quá»‘c ToÃ n,VIE,A,55.84,-125.0,-125.0,125.0,125.0,6,155.0,159.0,-162.0,159.0,2,284.0
3,2012,oly,M,5.0,Jadi Setiadi,INA,B,55.48,121.0,125.0,127.0,127.0,3,-150.0,150.0,-156.0,150.0,7,277.0
4,2012,oly,M,6.0,JosÃ© Montes,MEX,A,55.8,112.0,-116.0,-116.0,112.0,15,150.0,157.0,-160.0,157.0,4,269.0
5,2012,oly,M,7.0,Sergio Rada,COL,A,55.89,-118.0,118.0,-121.0,118.0,10,148.0,151.0,-155.0,151.0,6,269.0
6,2012,oly,M,8.0,Carlos Berna,COL,A,55.55,-115.0,115.0,118.0,118.0,10,150.0,-153.0,-153.0,150.0,7,268.0
7,2012,oly,M,10.0,Sin Chol-bom,PRK,B,55.72,-110.0,110.0,113.0,113.0,14,145.0,-150.0,-150.0,145.0,11,258.0
8,2012,oly,M,11.0,Yasmani Romero,CUB,B,55.95,-112.0,112.0,-116.0,112.0,15,142.0,-146.0,146.0,146.0,10,258.0
9,2012,oly,M,12.0,Tom Goegebuer,BEL,B,55.88,111.0,115.0,-117.0,115.0,13,132.0,-137.0,-138.0,132.0,12,247.0
10,2012,oly,M,13.0,Manueli Tulo,FIJ,B,55.77,100.0,105.0,-110.0,105.0,17,128.0,-132.0,-132.0,128.0,13,233.0
11,2012,oly,M,14.0,Mirco Scarantino,ITA,B,55.42,-97.0,-97.0,97.0,97.0,18,123.0,128.0,-132.0,128.0,13,225.0
12,2012,oly,M,0.0,Sergio Ã�lvarez,CUB,A,55.96,117.0,121.0,-125.0,121.0,8,-150.0,-150.0,-150.0,-150.0,18,0.0
13,2012,oly,M,0.0,Bekzat Osmonaliev,KGZ,A,55.93,120.0,125.0,127.0,127.0,3,-147.0,-147.0,-147.0,-147.0,17,0.0
14,2012,oly,M,0.0,Ruslan Makarov,UZB,A,55.96,-117.0,117.0,-119.0,117.0,12,-145.0,-145.0,-145.0,-145.0,16,0.0
15,2012,oly,M,0.0,Khalil El-Maaoui,TUN,A,55.39,127.0,130.0,132.0,132.0,2,0.0,0.0,0.0,0.0,15,0.0
16,2012,oly,M,0.0,Valentin Hristov,AZE,A,55.84,123.0,127.0,-130.0,127.0,3,154.0,-158.0,159.0,159.0,2,286.0
17,2012,oly,M,0.0,Florin Croitoru,ROU,A,55.9,121.0,-125.0,-125.0,121.0,8,-145.0,-145.0,147.0,147.0,9,268.0
0,2012,oly,M,1.0,Kim Un-guk,PRK,A,61.77,145.0,150.0,153.0,153.0,1,170.0,-174.0,174.0,174.0,2,327.0
1,2012,oly,M,2.0,Ã“scar Figueroa,COL,A,61.76,137.0,140.0,-142.0,140.0,3,-177.0,-177.0,177.0,177.0,1,317.0
2,2012,oly,M,3.0,Eko Yuli Irawan,INA,A,61.89,138.0,142.0,145.0,145.0,2,-168.0,168.0,172.0,172.0,4,317.0
3,2012,oly,M,4.0,Zhang Jie,CHN,A,61.86,140.0,-145.0,-145.0,140.0,3,174.0,-178.0,-178.0,174.0,2,314.0
4,2012,oly,M,5.0,HurÅŸit Atak,TUR,A,61.93,130.0,-134.0,-134.0,130.0,9,-166.0,166.0,172.0,172.0,4,302.0
5,2012,oly,M,6.0,ÃœmÃ¼rbek BazarbaÃ½ew,TKM,A,61.95,-135.0,135.0,-139.0,135.0,6,-162.0,-165.0,167.0,167.0,6,302.0
6,2012,oly,M,7.0,Muhammad Hasbi,INA,B,61.81,130.0,135.0,138.0,138.0,5,163.0,-171.0,-171.0,163.0,8,301.0
7,2012,oly,M,8.0,Erol Bilgin,TUR,A,61.9,135.0,-139.0,-140.0,135.0,6,-165.0,165.0,-169.0,165.0,7,300.0
8,2012,oly,M,9.0,Ahmed Saad,EGY,B,61.63,125.0,-130.0,130.0,130.0,9,158.0,162.0,-165.0,162.0,9,292.0
9,2012,oly,M,10.0,Manuel Minginfel,FSM,B,61.86,122.0,127.0,-130.0,127.0,11,-158.0,-158.0,158.0,158.0,10,285.0
10,2012,oly,M,11.0,Julio Salamanca,ESA,B,61.03,110.0,-115.0,-115.0,110.0,12,-150.0,150.0,-155.0,150.0,11,260.0
11,2012,oly,M,12.0,Tuau Lapua Lapua,TUV,B,61.62,104.0,108.0,-111.0,108.0,13,126.0,131.0,135.0,135.0,12,243.0
12,2012,oly,M,13.0,Charles Ssekyaaya,UGA,B,61.47,100.0,105.0,-108.0,105.0,14,130.0,-135.0,-140.0,130.0,13,235.0
13,2012,oly,M,14.0,Stevick Patris,PLW,B,61.34,100.0,104.0,-108.0,104.0,15,125.0,130.0,-132.0,130.0,13,234.0
14,2012,oly,M,0.0,Ji Hun-min,KOR,A,61.57,135.0,-140.0,-142.0,135.0,6,-160.0,-165.0,-165.0,-160.0,15,0.0
0,2012,oly,M,1.0,Lin Qingfeng,CHN,A,67.79,152.0,155.0,157.0,157.0,1,182.0,187.0,-198.0,187.0,2,344.0
1,2012,oly,M,2.0,Triyatno,INA,A,68.88,145.0,-150.0,-150.0,145.0,6,181.0,186.0,188.0,188.0,1,333.0
2,2012,oly,M,3.0,RÄƒzvan Martin,ROU,A,68.61,149.0,-152.0,152.0,152.0,2,177.0,180.0,-182.0,180.0,4,332.0
3,2012,oly,M,4.0,Kim Myong-hyok,PRK,B,68.78,140.0,-145.0,145.0,145.0,6,177.0,184.0,-187.0,184.0,3,329.0
4,2012,oly,M,5.0,Junior SÃ¡nchez,VEN,B,68.67,145.0,-148.0,148.0,148.0,4,172.0,176.0,180.0,180.0,4,328.0
5,2012,oly,M,6.0,Mete Binay,TUR,A,68.7,-150.0,150.0,-153.0,150.0,3,175.0,-180.0,-180.0,175.0,9,325.0
6,2012,oly,M,7.0,Won Jeong-sik,KOR,A,68.73,144.0,-147.0,-147.0,144.0,11,178.0,-186.0,-187.0,178.0,6,322.0
7,2012,oly,M,8.0,Sardar Hasanov,AZE,B,68.77,138.0,145.0,-150.0,145.0,6,167.0,176.0,-181.0,176.0,8,321.0
8,2012,oly,M,9.0,Briken Calja,ALB,A,68.96,143.0,-146.0,-146.0,143.0,12,173.0,174.0,177.0,177.0,7,320.0
9,2012,oly,M,10.0,Mohamed Abdelbaki,EGY,A,68.97,141.0,-145.0,145.0,145.0,6,171.0,-176.0,-176.0,171.0,11,316.0
10,2012,oly,M,11.0,Kim Kum-sok,PRK,A,68.61,-140.0,140.0,-145.0,140.0,13,175.0,-181.0,-181.0,175.0,9,315.0
11,2012,oly,M,12.0,Deni,INA,A,67.63,-140.0,140.0,-145.0,140.0,13,-170.0,171.0,-177.0,171.0,11,311.0
12,2012,oly,M,13.0,DaniÃ½ar YsmaÃ½ylow,TKM,B,68.06,140.0,145.0,-150.0,145.0,6,160.0,165.0,-170.0,165.0,16,310.0
13,2012,oly,M,14.0,Doyler SÃ¡nchez,COL,B,68.11,135.0,138.0,-140.0,138.0,15,-170.0,170.0,-174.0,170.0,13,308.0
14,2012,oly,M,15.0,Katulu Ravi Kumar,IND,B,68.67,136.0,-141.0,-141.0,136.0,16,167.0,-176.0,-176.0,167.0,15,303.0
15,2012,oly,M,16.0,Atthaphon Daengchanthuek,THA,B,68.83,130.0,-135.0,-135.0,130.0,17,165.0,-170.0,170.0,170.0,13,300.0
16,2012,oly,M,17.0,Gareth Evans,GBR,B,68.31,125.0,130.0,-133.0,130.0,17,153.0,158.0,-160.0,158.0,17,288.0
17,2012,oly,M,18.0,BÃ¼nyamin Sezer,TUR,B,66.95,120.0,125.0,130.0,130.0,17,135.0,145.0,-153.0,145.0,18,275.0
18,2012,oly,M,0.0,Arakel Mirzoyan,ARM,A,68.73,-148.0,148.0,-151.0,148.0,4,-177.0,-177.0,-181.0,-177.0,24,0.0
19,2012,oly,M,0.0,Daniel Godelli,ALB,A,68.49,-142.0,-145.0,-145.0,-142.0,22,0.0,0.0,0.0,0.0,19,0.0
20,2012,oly,M,0.0,Afgan Bayramov,AZE,A,68.54,-142.0,-142.0,-142.0,-142.0,22,0.0,0.0,0.0,0.0,19,0.0
21,2012,oly,M,0.0,Bakhram Mendibaev,UZB,B,68.69,-135.0,-135.0,-135.0,-135.0,20,0.0,0.0,0.0,0.0,19,0.0
22,2012,oly,M,0.0,Vencelas Dabaya,FRA,A,68.66,-135.0,-135.0,-135.0,-135.0,20,0.0,0.0,0.0,0.0,19,0.0
23,2012,oly,M,0.0,Bernardin Matam,FRA,A,68.32,-143.0,-143.0,-144.0,-143.0,24,0.0,0.0,0.0,0.0,19,0.0
0,2012,oly,M,1.0,LÃ¼ Xiaojun,CHN,A,76.62,170.0,175.0,-177.0,175.0,1,195.0,-204.0,204.0,204.0,1,379.0
1,2012,oly,M,2.0,Lu Haojie,CHN,A,76.37,170.0,-175.0,0.0,170.0,2,190.0,-191.0,0.0,190.0,5,360.0
2,2012,oly,M,3.0,IvÃ¡n Cambar,CUB,A,76.7,150.0,155.0,-160.0,155.0,5,190.0,194.0,0.0,194.0,2,349.0
3,2012,oly,M,4.0,Chatuphum Chinnawong,THA,A,76.64,157.0,-161.0,-162.0,157.0,4,191.0,-195.0,-195.0,191.0,4,348.0
4,2012,oly,M,5.0,Ibrahim Ramadan,EGY,A,76.79,150.0,-155.0,155.0,155.0,5,-192.0,192.0,-197.0,192.0,3,347.0
5,2012,oly,M,6.0,AndrÃ©s Mata,ESP,B,76.93,145.0,150.0,-153.0,150.0,8,183.0,188.0,-190.0,188.0,6,338.0
6,2012,oly,M,7.0,Krzysztof Zwarycz,POL,A,76.97,150.0,-153.0,-154.0,150.0,8,-182.0,182.0,-189.0,182.0,7,332.0
7,2012,oly,M,8.0,Felix Ekpo,NGR,B,76.23,146.0,-151.0,151.0,151.0,7,180.0,-188.0,-188.0,180.0,8,331.0
8,2012,oly,M,9.0,Kirill Pavlov,KAZ,B,76.77,138.0,143.0,147.0,147.0,10,165.0,-175.0,175.0,175.0,9,322.0
9,2012,oly,M,10.0,Jack Oliver,GBR,B,76.45,-135.0,135.0,140.0,140.0,11,160.0,165.0,170.0,170.0,10,310.0
10,2012,oly,M,11.0,Toafitu Perive,SAM,B,75.95,117.0,122.0,-125.0,122.0,12,157.0,163.0,167.0,167.0,11,289.0
11,2012,oly,M,0.0,Sa Jae-hyouk,KOR,A,76.56,158.0,-162.0,0.0,158.0,3,0.0,0.0,0.0,0.0,12,0.0
0,2012,oly,M,1.0,Adrian ZieliÅ„ski,POL,A,84.62,170.0,174.0,-176.0,174.0,3,-206.0,206.0,211.0,211.0,1,385.0
1,2012,oly,M,2.0,Kianoush Rostami,IRI,A,84.35,171.0,-174.0,-174.0,171.0,5,209.0,-214.0,-214.0,209.0,4,380.0
2,2012,oly,M,3.0,Tarek Yehia,EGY,A,84.7,160.0,165.0,-167.0,165.0,7,205.0,210.0,-216.0,210.0,2,375.0
3,2012,oly,M,4.0,Ivan Markov,BUL,A,84.71,168.0,-172.0,172.0,172.0,4,203.0,-209.0,-209.0,203.0,7,375.0
4,2012,oly,M,5.0,Ragab Abdelhay,EGY,A,84.81,161.0,165.0,-167.0,165.0,7,202.0,207.0,-210.0,207.0,5,372.0
5,2012,oly,M,6.0,Yoelmis HernÃ¡ndez,CUB,A,82.28,-158.0,158.0,163.0,163.0,9,205.0,-210.0,-210.0,205.0,6,368.0
6,2012,oly,M,7.0,Mikalai Novikau,BLR,B,84.71,163.0,167.0,-170.0,167.0,6,192.0,196.0,-200.0,196.0,10,363.0
7,2012,oly,M,8.0,Kendrick Farris,USA,B,84.7,-150.0,150.0,155.0,155.0,12,190.0,200.0,-208.0,200.0,8,355.0
8,2012,oly,M,9.0,Sherzodjon Yusupov,UZB,B,84.72,150.0,155.0,-159.0,155.0,12,180.0,-195.0,195.0,195.0,12,350.0
9,2012,oly,M,10.0,Pitaya Tibnoke,THA,B,84.47,152.0,-156.0,-156.0,152.0,14,193.0,196.0,-202.0,196.0,10,348.0
10,2012,oly,M,11.0,Safaa Rashed,IRQ,B,83.01,145.0,150.0,-156.0,150.0,15,-195.0,195.0,-200.0,195.0,12,345.0
11,2012,oly,M,12.0,Richie Patterson,NZL,B,84.46,-150.0,150.0,-154.0,150.0,15,183.0,186.0,-195.0,186.0,14,336.0
12,2012,oly,M,13.0,Steven Kari,PNG,B,84.74,135.0,140.0,-145.0,140.0,17,175.0,180.0,-185.0,180.0,15,320.0
13,2012,oly,M,14.0,Nezir SaÄŸÄ±r,TUR,B,83.45,-130.0,130.0,140.0,140.0,17,160.0,170.0,175.0,175.0,16,315.0
14,2012,oly,M,0.0,Mansur Rejepow,TKM,B,84.57,160.0,-165.0,-168.0,160.0,11,-188.0,-188.0,-190.0,-188.0,22,0.0
15,2012,oly,M,0.0,Lu Yong,CHN,A,84.54,175.0,178.0,-180.0,178.0,1,-205.0,-205.0,-205.0,-205.0,23,0.0
16,2012,oly,M,0.0,Sohrab Moradi,IRI,A,84.19,-166.0,-166.0,-166.0,-166.0,21,0.0,0.0,0.0,0.0,17,0.0
17,2012,oly,M,0.0,Gabriel SÃ®ncrÄƒian,ROU,A,84.07,-167.0,-167.0,-167.0,-167.0,22,0.0,0.0,0.0,0.0,17,0.0
18,2012,oly,M,0.0,Benjamin Hennequin,FRA,A,84.44,-163.0,-163.0,-163.0,-163.0,19,0.0,0.0,0.0,0.0,17,0.0
19,2012,oly,M,0.0,Ara Khachatryan,ARM,B,84.74,-165.0,-165.0,-165.0,-165.0,20,0.0,0.0,0.0,0.0,17,0.0
20,2012,oly,M,0.0,Andrei Rybakou,BLR,A,84.09,-175.0,-175.0,-180.0,-175.0,23,0.0,0.0,0.0,0.0,17,0.0
21,2012,oly,M,0.0,Apti Aukhadov,RUS,A,84.75,169.0,173.0,175.0,175.0,2,205.0,210.0,-212.0,210.0,2,0.0
22,2012,oly,M,0.0,Rauli Tsirekidze,GEO,B,84.49,162.0,-167.0,-167.0,162.0,10,195.0,200.0,-202.0,200.0,8,0.0
0,2012,oly,M,1.0,Saeid Mohammadpour,IRI,A,94.0,177.0,180.0,183.0,183.0,4,219.0,-224.0,-226.0,219.0,6,402.0
1,2012,oly,M,2.0,Kim Min-jae,KOR,A,93.68,178.0,182.0,185.0,185.0,1,210.0,-220.0,-221.0,210.0,8,395.0
2,2012,oly,M,3.0,Tomasz ZieliÅ„ski,POL,B,93.61,167.0,172.0,175.0,175.0,8,208.0,210.0,-215.0,210.0,8,385.0
3,2012,oly,M,4.0,Aliaksandr Makaranka,BLR,B,93.65,165.0,170.0,175.0,175.0,8,200.0,205.0,209.0,209.0,11,384.0
4,2012,oly,M,5.0,Kostyantyn Piliyev,UKR,B,93.59,160.0,-166.0,166.0,166.0,14,200.0,-206.0,206.0,206.0,12,372.0
5,2012,oly,M,6.0,David Kavelasvili,GRE,B,93.21,165.0,170.0,-173.0,170.0,11,200.0,-205.0,-205.0,200.0,13,370.0
6,2012,oly,M,7.0,Endri Karina,ALB,B,93.9,-155.0,155.0,-161.0,155.0,15,185.0,190.0,195.0,195.0,14,350.0
7,2012,oly,M,8.0,Abbas Al-Qaisoum,KSA,B,93.06,140.0,150.0,155.0,155.0,15,171.0,180.0,-185.0,180.0,17,335.0
8,2012,oly,M,9.0,Peter Kirkbride,GBR,B,93.37,138.0,-142.0,-142.0,138.0,20,180.0,185.0,190.0,190.0,15,328.0
9,2012,oly,M,10.0,David Katoatau,KIR,B,93.32,135.0,-140.0,140.0,140.0,17,185.0,-190.0,-190.0,185.0,16,325.0
10,2012,oly,M,11.0,Cristopher PavÃ³n,HON,B,93.2,130.0,135.0,140.0,140.0,17,170.0,177.0,180.0,180.0,17,320.0
11,2012,oly,M,12.0,Miika Antti-Roiko,FIN,B,93.63,-140.0,-140.0,140.0,140.0,17,-180.0,180.0,-185.0,180.0,17,320.0
12,2012,oly,M,13.0,Jean Greeff,RSA,B,93.32,130.0,137.0,-141.0,137.0,21,170.0,-175.0,176.0,176.0,20,313.0
13,2012,oly,M,0.0,Arsen Kasabijew,POL,A,93.56,170.0,-174.0,-174.0,170.0,11,0.0,0.0,0.0,0.0,21,0.0
14,2012,oly,M,0.0,Ilya Ilyin,KAZ,A,93.52,177.0,182.0,185.0,185.0,1,224.0,228.0,233.0,233.0,1,0.0
15,2012,oly,M,0.0,Aleksandr Ivanov,RUS,A,93.3,180.0,-185.0,185.0,185.0,1,215.0,224.0,-229.0,224.0,4,0.0
16,2012,oly,M,0.0,Anatolie CÃ®rÃ®cu,MDA,A,93.29,178.0,-181.0,181.0,181.0,7,220.0,226.0,-228.0,226.0,2,0.0
17,2012,oly,M,0.0,Andrey Demanov,RUS,A,93.85,175.0,180.0,182.0,182.0,5,215.0,-225.0,225.0,225.0,3,0.0
18,2012,oly,M,0.0,Intigam Zairov,AZE,A,93.17,-175.0,175.0,182.0,182.0,5,215.0,-223.0,-225.0,215.0,7,0.0
19,2012,oly,M,0.0,Almas Uteshov,KAZ,A,93.15,167.0,-173.0,175.0,175.0,8,213.0,220.0,-225.0,220.0,5,0.0
20,2012,oly,M,0.0,Norayr Vardanyan,ARM,A,93.83,170.0,-175.0,-175.0,170.0,11,210.0,-216.0,-216.0,210.0,8,0.0
0,2012,oly,W,1.0,Zhou Lulu,CHN,A,130.83,142.0,-146.0,146.0,146.0,2,181.0,187.0,-190.0,187.0,1,333.0
1,2012,oly,W,2.0,Tatiana Kashirina,RUS,A,102.31,144.0,149.0,151.0,151.0,1,175.0,181.0,-187.0,181.0,2,332.0
2,2012,oly,W,3.0,Jang Mi-ran,KOR,A,118.07,120.0,125.0,-129.0,125.0,5,158.0,164.0,-170.0,164.0,4,289.0
3,2012,oly,W,4.0,Nahla Ramadan,EGY,A,105.51,122.0,-125.0,-125.0,122.0,6,150.0,155.0,-158.0,155.0,5,277.0
4,2012,oly,W,5.0,Ele Opeloge,SAM,A,124.89,117.0,-122.0,-122.0,117.0,8,145.0,150.0,-155.0,150.0,6,267.0
5,2012,oly,W,6.0,Sarah Robles,USA,A,124.35,114.0,-118.0,120.0,120.0,7,-144.0,-145.0,145.0,145.0,7,265.0
6,2012,oly,W,7.0,Oliba Nieve,ECU,A,97.43,113.0,117.0,-120.0,117.0,8,-138.0,138.0,-142.0,138.0,9,255.0
7,2012,oly,W,8.0,Mami Shimamoto,JPN,A,105.9,103.0,107.0,110.0,110.0,10,138.0,143.0,-146.0,143.0,8,253.0
8,2012,oly,W,9.0,Holley Mangold,USA,A,157.04,-105.0,105.0,-110.0,105.0,11,135.0,-140.0,-140.0,135.0,10,240.0
9,2012,oly,W,10.0,Astrid Camposeco,GUA,A,88.52,87.0,91.0,93.0,93.0,12,112.0,115.0,-117.0,115.0,11,208.0
10,2012,oly,W,11.0,Luisa Peters,COK,A,88.58,74.0,78.0,82.0,82.0,13,95.0,100.0,-105.0,100.0,13,182.0
11,2012,oly,W,12.0,Alberta Ampomah,GHA,A,78.53,-70.0,70.0,73.0,73.0,14,-97.0,97.0,101.0,101.0,12,174.0
12,2012,oly,W,0.0,Mariam Usman,NGR,A,120.79,125.0,129.0,-133.0,129.0,3,-160.0,-160.0,-160.0,-160.0,14,0.0
13,2012,oly,W,0.0,Hripsime Khurshudyan,ARM,A,87.58,124.0,128.0,-132.0,128.0,4,158.0,-166.0,166.0,166.0,3,294.0
0,2012,oly,W,1.0,Wang Mingjuan,CHN,A,47.73,-88.0,88.0,91.0,91.0,1,110.0,114.0,-116.0,114.0,1,205.0
1,2012,oly,W,2.0,Hiromi Miyake,JPN,A,47.74,83.0,85.0,87.0,87.0,2,108.0,110.0,-113.0,110.0,3,197.0
